longitude,latitude,manganese_probability,risk_class
79.65999428139521,21.579958575818026,0.5878675279615131,MEDIUM
79.66017394445204,21.579958575818026,0.6308755192758948,MEDIUM
79.66035360750887,21.579958575818026,0.6136586803729636,MEDIUM
79.66053327056568,21.579958575818026,0.5614709985429354,MEDIUM
79.6607129336225,21.579958575818026,0.5501187906739247,MEDIUM
79.66089259667933,21.579958575818026,0.6378052030441933,MEDIUM
79.66107225973616,21.579958575818026,0.5118335862709434,MEDIUM
79.66125192279299,21.579958575818026,0.4799841423542618,MEDIUM
79.6614315858498,21.579958575818026,0.4799841423542618,MEDIUM
79.66161124890662,21.579958575818026,0.44636437636245063,MEDIUM
79.66179091196345,21.579958575818026,0.523718783150949,MEDIUM
79.66197057502028,21.579958575818026,0.47944557873104127,MEDIUM
79.6621502380771,21.579958575818026,0.506676963866885,MEDIUM
79.66232990113393,21.579958575818026,0.48151578135647904,MEDIUM
79.66250956419074,21.579958575818026,0.500840669103448,MEDIUM
79.66268922724757,21.579958575818026,0.4509459999597701,MEDIUM
79.6628688903044,21.579958575818026,0.4531601154882759,MEDIUM
79.66304855336122,21.579958575818026,0.5390953127773354,MEDIUM
79.66322821641805,21.579958575818026,0.5516516358901258,MEDIUM
79.66340787947486,21.579958575818026,0.46450698682134167,MEDIUM
79.66358754253169,21.579958575818026,0.3953639382595544,LOW
79.66376720558851,21.579958575818026,0.4458890366813349,MEDIUM
79.66394686864534,21.579958575818026,0.4458890366813349,MEDIUM
79.66412653170217,21.579958575818026,0.39986158019452983,LOW
79.66430619475899,21.579958575818026,0.6710572914645334,MEDIUM
79.6644858578158,21.579958575818026,0.5883171911759968,MEDIUM
79.66466552087263,21.579958575818026,0.4814060795874004,MEDIUM
79.66484518392946,21.579958575818026,0.6313046275134876,MEDIUM
79.66502484698628,21.579958575818026,0.5637439601315247,MEDIUM
79.66520451004311,21.579958575818026,0.5266367310793196,MEDIUM
79.66538417309992,21.579958575818026,0.3376121160316785,LOW
79.66556383615675,21.579958575818026,0.42564414686762025,MEDIUM
79.66574349921358,21.579958575818026,0.5144252466357621,MEDIUM
79.6659231622704,21.579958575818026,0.3204648923130563,LOW
79.66610282532723,21.579958575818026,0.2348918205979834,LOW
79.66628248838406,21.579958575818026,0.18779520937581404,LOW
79.66646215144087,21.579958575818026,0.28713047358103344,LOW
79.6666418144977,21.579958575818026,0.28713047358103344,LOW
79.66682147755452,21.579958575818026,0.5685537607686709,MEDIUM
79.66700114061135,21.579958575818026,0.9253180527505268,HIGH
79.66718080366817,21.579958575818026,0.8528631237864097,HIGH
79.66736046672499,21.579958575818026,0.8166593877500173,HIGH
79.66754012978181,21.579958575818026,0.24812663772462992,LOW
79.66771979283864,21.579958575818026,0.16402231225245825,LOW
79.66789945589547,21.579958575818026,0.2179717138101537,LOW
79.66807911895229,21.579958575818026,0.2303311676868555,LOW
79.66825878200912,21.579958575818026,0.2514265748374122,LOW
79.66843844506593,21.579958575818026,0.05237537681199924,LOW
79.66861810812276,21.579958575818026,0.48060284436513767,MEDIUM
79.66879777117958,21.579958575818026,0.18794663460597325,LOW
79.66897743423641,21.579958575818026,0.3065378645935098,LOW
79.66915709729324,21.579958575818026,0.3065378645935098,LOW
79.66933676035005,21.579958575818026,0.49595818282603865,MEDIUM
79.66951642340688,21.579958575818026,0.35123645140003423,LOW
79.6696960864637,21.579958575818026,0.367130119230633,LOW
79.66987574952053,21.579958575818026,0.60031182052919,MEDIUM
79.67005541257736,21.579958575818026,0.5635128387021212,MEDIUM
79.67023507563418,21.579958575818026,0.9061523544128912,HIGH
79.670414738691,21.579958575818026,0.6920263214512925,MEDIUM
79.67059440174782,21.579958575818026,0.8976561144586388,HIGH
79.67077406480465,21.579958575818026,0.7060412224849226,HIGH
79.67095372786147,21.579958575818026,0.55508003959592,MEDIUM
79.6711333909183,21.579958575818026,0.5345182208255002,MEDIUM
79.67131305397511,21.579958575818026,0.4471494538823585,MEDIUM
79.67149271703194,21.579958575818026,0.4648327029888089,MEDIUM
79.67167238008876,21.579958575818026,0.4648327029888089,MEDIUM
79.67185204314559,21.579958575818026,0.43984463549477304,MEDIUM
79.67203170620242,21.579958575818026,0.5172933186798123,MEDIUM
79.67221136925924,21.579958575818026,0.6101816425222253,MEDIUM
79.67239103231606,21.579958575818026,0.47736734287464866,MEDIUM
79.67257069537288,21.579958575818026,0.48610446163866916,MEDIUM
79.67275035842971,21.579958575818026,0.4911260961335375,MEDIUM
79.67293002148654,21.579958575818026,0.4156087533369691,MEDIUM
79.67310968454336,21.579958575818026,0.4289779659619627,MEDIUM
79.67328934760017,21.579958575818026,0.48696365493067373,MEDIUM
79.673469010657,21.579958575818026,0.3697918531386122,LOW
79.67364867371383,21.579958575818026,0.3477427933771944,LOW
79.67382833677065,21.579958575818026,0.394842756181022,LOW
79.67400799982748,21.579958575818026,0.4359102762346192,MEDIUM
79.67418766288431,21.579958575818026,0.5726196393368365,MEDIUM
79.67436732594112,21.579958575818026,0.5726196393368365,MEDIUM
79.67454698899795,21.579958575818026,0.3574288895005069,LOW
79.67472665205477,21.579958575818026,0.37875596906856074,LOW
79.6749063151116,21.579958575818026,0.45618031697806494,MEDIUM
79.67508597816843,21.579958575818026,0.42936589135248965,MEDIUM
79.67526564122524,21.579958575818026,0.4650932700644486,MEDIUM
79.67544530428206,21.579958575818026,0.5084426705490962,MEDIUM
79.67562496733889,21.579958575818026,0.48315529039904503,MEDIUM
79.67580463039572,21.579958575818026,0.49464605342884055,MEDIUM
79.67598429345254,21.579958575818026,0.4096448487948715,MEDIUM
79.67616395650937,21.579958575818026,0.4842255650714525,MEDIUM
79.67634361956618,21.579958575818026,0.5548155593476289,MEDIUM
79.67652328262301,21.579958575818026,0.5485051912454836,MEDIUM
79.67670294567984,21.579958575818026,0.4502341871367495,MEDIUM
79.67688260873666,21.579958575818026,0.4502341871367495,MEDIUM
79.67706227179349,21.579958575818026,0.45384242393097307,MEDIUM
79.6772419348503,21.579958575818026,0.5341105807319179,MEDIUM
79.67742159790713,21.579958575818026,0.5237519766319937,MEDIUM
79.67760126096395,21.579958575818026,0.41665126979449474,MEDIUM
79.67778092402078,21.579958575818026,0.5568130794283312,MEDIUM
79.6779605870776,21.579958575818026,0.5671159512187925,MEDIUM
79.67814025013443,21.579958575818026,0.4778210400373764,MEDIUM
79.67831991319125,21.579958575818026,0.40960565808601407,MEDIUM
79.67849957624807,21.579958575818026,0.4650808221802596,MEDIUM
79.6786792393049,21.579958575818026,0.4000968012578107,MEDIUM
79.67885890236172,21.579958575818026,0.467473469690673,MEDIUM
79.67903856541855,21.579958575818026,0.4417623147301136,MEDIUM
79.67921822847536,21.579958575818026,0.47278370431922495,MEDIUM
79.67939789153219,21.579958575818026,0.47278370431922495,MEDIUM
79.67957755458902,21.579958575818026,0.4570453184303175,MEDIUM
79.67975721764584,21.579958575818026,0.36809163735107464,LOW
79.67993688070267,21.579958575818026,0.31939463132016005,LOW
79.6801165437595,21.579958575818026,0.4764412773322351,MEDIUM
79.68029620681631,21.579958575818026,0.4347690418668738,MEDIUM
79.68047586987313,21.579958575818026,0.4313176103624189,MEDIUM
79.68065553292996,21.579958575818026,0.5448891083012207,MEDIUM
79.68083519598679,21.579958575818026,0.4922534439637935,MEDIUM
79.68101485904361,21.579958575818026,0.39176797263803775,LOW
79.68119452210043,21.579958575818026,0.3525803544813139,LOW
79.68137418515725,21.579958575818026,0.4014347385327715,MEDIUM
